Address,City,County,Id,License,State,Structure Type,Latitude,Longitude,Structure
(Woodbine) 25 Arlene Road,Roswell,CHAVES,2176,Verizon,NM,GTOWER,33.399166667,-104.375472222,106.3
SE 4 NW 4 SEC 10 T11S R24E,ROSWELL,CHAVES,2178,Verizon,NM,TOWER,33.3725,-104.501388889,97.6
1.2 miles W of US Route 54 & 1.27 miles NW of US Route 70 (109129),Tularosa,OTERO,6858,AT&T,NM,GTOWER,33.082972222,-106.039777778,150.3
3680 Pete V Domenici International Boulevard (93772),Santa Teresa,DONA ANA,6859,AT&T,NM,MTOWER,31.836805556,-106.6645,40.2
555 E. SEQUOIA RD (109381),CHAPARRAL,DONA ANA,6860,AT&T,NM,LTOWER,32.008638889,-106.387027778,60.7
500 County Rd B 101 (36269),Las Cruces,DONA ANA,6861,AT&T,NM,LTOWER,32.189194444,-107.092611111,50
NF-93 (109144),Alamogordo,OTERO,6862,AT&T,NM,LTOWER,32.83,-105.887722222,24.7
0.3 miles N of Hwy 70 at San (93771),ORGAN PASS,DONA ANA,6863,AT&T,NM,LTOWER,32.430138889,-106.564277778,96.9
6700 Camino Encanto (109384),La Mesa,DONA ANA,6864,AT&T,NM,LTOWER,32.051361111,-106.873416667,77.1
23827 State Route 549 (109383),La Mesa,DONA ANA,6865,AT&T,NM,LTOWER,32.178055556,-107.204222222,27.4
2575 Red Stone (109118),Chaparral,DONA ANA,6866,AT&T,NM,LTOWER,32.080194444,-106.479138889,35
1300 Castle Road (109145),Hatch,DONA ANA,6867,AT&T,NM,GTOWER,32.693333333,-107.069166667,245.4
1.2 miles W of US Route 54 & 1.27 miles NW of US Route 70 (109129),Tularosa,OTERO,6868,AT&T,NM,GTOWER,33.082972222,-106.039777778,150.3
3680 Pete V Domenici International Boulevard (93772),Santa Teresa,DONA ANA,6869,AT&T,NM,MTOWER,31.836805556,-106.6645,40.2
555 E. SEQUOIA RD (109381),CHAPARRAL,DONA ANA,6870,AT&T,NM,LTOWER,32.008638889,-106.387027778,60.7
500 County Rd B 101 (36269),Las Cruces,DONA ANA,6871,AT&T,NM,LTOWER,32.189194444,-107.092611111,50
NF-93 (109144),Alamogordo,OTERO,6872,AT&T,NM,LTOWER,32.83,-105.887722222,24.7
"(Emigrant Pass).08 Miles West of Exit 271, off of I-80",Carlin,EUREKA,2557,Verizon,NV,LTOWER,40.658694444,-116.274361111,18.5
(Montello) 484 Pilot Rd,Montello,ELKO,2562,Verizon,NV,LTOWER,41.212444444,-114.196861111,60.9
INTERSTATE 15 WESTSIDE  (171736),GLENDALE,CLARK,31742,AT&T,NV,LTOWER,36.683972222,-114.516138889,77.4
(Independence Mine),Elko,ELKO,2564,Verizon,NV,LTOWER,41.356805556,-115.972916667,33
"City Water Storage, West Wendover Blvd.",West Wendover,ELKO,2566,Verizon,NV,TOWER,40.74575,-114.105805556,31.7
(Midas)  Midas Mine,Midas,ELKO,2568,Verizon,NV,LTOWER,41.245888889,-116.780444444,57.9
Overton - unaddressed,Overton,CLARK,31733,AT&T,NV,MTOWER,36.439305556,-114.364666667,41.1
178 TANNENBAUM CIRCLE,CACTUS SPRINGS,CLARK,31734,AT&T,NV,MTOWER,36.254527778,-115.638638889,21.6
ARROWHEAD CANYON ROAD,MOAPA,CLARK,31736,AT&T,NV,LTOWER,36.557111111,-114.799444444,22.9
35330 North Interstate 15,Bunkervill,CLARK,31737,AT&T,NV,LTOWER,36.764388889,-114.253527778,78.3
1596 Fire Dancer Rd,Owyhee,ELKO,2569,Verizon,NV,MTOWER,41.945638889,-116.094416667,25.6
295 RALEIGH LANE,Indian Springs,CLARK,31732,AT&T,NV,LTOWER,36.563194444,-115.672555556,48.2
SLIDE MOUNTAIN,WASHOE CITY,WASHOE,31304,Verizon,NV,TOWER,39.310555556,-119.884722222,45.7
Boomtown Site 2460 Old US Hwy 40,Verdi,WASHOE,31307,Verizon,NV,TOWER,39.518861111,-119.953305556,27.5
(Mt. Rose Repeater) 22224 Mount Rose Highway,Washoe,WASHOE,31308,Verizon,NV,TOWER,39.316388889,-119.884444444,19.8
725 South Kingston Road,Sandy Valley,CLARK,31740,AT&T,NV,LTOWER,35.799333333,-115.614527778,30.5
1301 EAST RIVERSIDE DRIVE,MESQUITE,CLARK,31743,AT&T,NV,GTOWER,36.771583333,-114.101333333,108.5
CHRISTMAS TREE PASS,SEARCHLIGHT,CLARK,31744,AT&T,NV,LTOWER,35.24825,-114.743583333,40.5
(Kimberly site) State Highway 50,Ely,WHITE PINE,2665,Verizon,NV,LTOWER,39.315055556,-115.089416667,35.4
Rib Hill site,Ely,WHITE PINE,2664,Verizon,NV,LTOWER,39.2445,-115.001833333,20.7
SQUAW PEAK,ELY,WHITE PINE,2663,Verizon,NV,TOWER,39.265277778,-114.893888889,21.8
"On Big Bald Mountain, Township 24 N, Range 57 E (108554)",Eureka,WHITE PINE,5869,AT&T,NV,LTOWER,39.965138889,-115.561111111,25.6
31490 SOUTH LAS VEGAS BOULEVARD,JEAN,CLARK,31745,AT&T,NV,MTOWER,35.620388889,-115.385722222,38.7
24390 STATE HIGHWAY 160,LAS VEGAS,CLARK,31746,AT&T,NV,LTOWER,36.007277778,-115.6315,55.8
295 RALEIGH LANE,Indian Springs,CLARK,31747,AT&T,NV,LTOWER,36.563194444,-115.672555556,48.2
Nevada 233 (115105),Montello,ELKO,5870,AT&T,NV,MTOWER,41.212472222,-114.196861111,61
4243 N. Las Vegas Blvd.,Las Vegas,CLARK,31975,Verizon,NV,TOWER,36.320222222,-114.931666667,33.5
Sand Canyon  (9946),WELLINGTON,LYON,5064,AT&T,NV,LTOWER,38.685472222,-119.185138889,20.7
Ruby Road (9944),Silver Springs,LYON,5063,AT&T,NV,LTOWER,39.48775,-119.297777778,35.7
Old Como Road  (9943),DAYTON,LYON,5062,AT&T,NV,LTOWER,39.197055556,-119.490277778,19.5
End of Micro Road  (9948),Silver Springs,LYON,5052,AT&T,NV,LTOWER,39.339388889,-119.294972222,25
1301 EAST RIVERSIDE DRIVE,MESQUITE,CLARK,31728,AT&T,NV,GTOWER,36.771583333,-114.101333333,108.5
SUNRISE MOUNTAIN,LAS VEGAS,CLARK,31739,AT&T,NV,LTOWER,36.176805556,-114.998694444,9.4
3735 Highway 50 (80726),Glenbrook,DOUGLAS,5061,AT&T,NV,MTOWER,39.109888889,-119.876388889,36.5
End of Micro Road  (9948),Silver Springs,LYON,5060,AT&T,NV,LTOWER,39.339388889,-119.294972222,25
813 Short Court (9941),Gardnerville,DOUGLAS,5059,AT&T,NV,MTOWER,38.897861111,-119.745583333,26.8
830 CAVELTI ROAD (48484),Gardnerville,DOUGLAS,5057,AT&T,NV,MTOWER,38.77525,-119.599111111,11.3
4.2 mi N of,Carson City,WASHOE,41264,Verizon,NV,TOWER,39.259333333,-119.705444444,80.7
2 Church Street,GARDNERVILLE,DOUGLAS,41266,Verizon,NV,BTWR,38.949361111,-119.760722222,21.9
8115 Hickey Dr,Las Vegas,CLARK,31974,Verizon,NV,TOWER,36.039361111,-115.364472222,24.4
EAGLE RIDGE 6 MILES NORTHWEST OF,SILVER SPRINGS,LYON,41267,Verizon,NV,TOWER,39.484611111,-119.303222222,22.6
(Catalina) 8 mi w of I-15,Overton,CLARK,31973,Verizon,NV,LTOWER,36.558861111,-114.799305556,34.1
382 Tonopah Hwy (Indian Springs),INDIAN SPRINGS,CLARK,31965,Verizon,NV,TOWER,36.594527778,-115.632916667,45.7
MT. POTOSI 9.5 MILES NORTH/NORTHWEST OF,GOODSPRINGS,CLARK,31962,Verizon,NV,TOWER,35.956111111,-115.495694444,17.7
21801 Alamo Road,CORN CREEK,CLARK,31961,Verizon,NV,TOWER,36.438972222,-115.363055556,42.7
"NE 1/4 SE 1/4 Section 8, Township 16 N, Range 63 E   (108556)",ELY,WHITE PINE,23480,AT&T,NV,GTOWER,39.267055556,-114.902055556,32.6
HIGHLAND MTN. 7.5 MILES WSW OF PIOCHE  (108953),Pioche,LINCOLN,23481,AT&T,NV,LTOWER,37.894333333,-114.578944444,30.2
"On Big Bald Mountain, T 24 N, R 57 E   (108554)",Ely,WHITE PINE,23482,AT&T,NV,LTOWER,39.965138889,-115.561111111,25.6
"On Prospect Peak, 4.5 M. SSW of Eureka",EUREKA,EUREKA,23483,AT&T,NV,TOWER,39.449555556,-115.999,22.5
"On Bald Peak, 10.5 miles ENE of Currie",Currie,ELKO,23484,AT&T,NV,TOWER,40.322722222,-114.561416667,15.5
8040 Las Vegas Blvd. South,Spirit Mountain,CLARK,31958,Verizon,NV,TOWER,35.248666667,-114.743611111,15.5
Top of Beacon Hill  (1 MILE N. OF I-15 & SR 12),GLENDALE,CLARK,31957,Verizon,NV,TOWER,36.685444444,-114.51975,28
5 Miles NW of Kimberly   (108954),KIMBERLY,WHITE PINE,23485,AT&T,NV,LTOWER,39.315055556,-115.089416667,35.4
15 M. SE of East Ely in Humboldt Nation   (108558),Ely,WHITE PINE,23486,AT&T,NV,LTOWER,39.160555556,-114.614361111,33.5
"SE 1/4 SW 1/4 S 16, T 16 N, R 62 E   (108955)",Kimberly,WHITE PINE,23488,AT&T,NV,MTOWER,39.2445,-115.001833333,20.7
21 MI. NNE OF PIOCHE   (108957),Pioche,LINCOLN,23489,AT&T,NV,LTOWER,38.237972222,-114.381305556,13.4
"NE 1/4 SE 1/4 Section 8, Township 16 N, Range 63 E   (108556)",ELY,WHITE PINE,23491,AT&T,NV,GTOWER,39.267055556,-114.902055556,32.6
(Topaz Lake site) US Hwy 395,Topaz Lake,DOUGLAS,41274,Verizon,NV,TOWER,38.710055556,-119.542305556,30.5
"PANACA, NEAR TELEPHONE CENTRAL OFFICE",PANACA,LINCOLN,41620,Verizon,NV,TOWER,37.791111111,-114.5125,25.3
"ALAMO, NEAR TELEPHONE CENTRAL OFFICE",ALAMO,LINCOLN,41621,Verizon,NV,TOWER,37.363888889,-115.164722222,20.7
"DELAMAR REGEN, 22.5 KM W OF",CALIENTE,LINCOLN,41622,Verizon,NV,TOWER,37.617222222,-114.777777778,26.8
"PANACA, NEAR TELEPHONE CENTRAL OFFICE",PANACA,LINCOLN,41633,Verizon,NV,TOWER,37.791111111,-114.5125,25.3
"ALAMO, NEAR TELEPHONE CENTRAL OFFICE",ALAMO,LINCOLN,41634,Verizon,NV,TOWER,37.363888889,-115.164722222,20.7
"DELAMAR REGEN, 22.5 KM W OF",CALIENTE,LINCOLN,41635,Verizon,NV,TOWER,37.617222222,-114.777777778,26.8
HIGHLAND MTN. 7.5 MILES WSW OF PIOCHE  (108953),Pioche,LINCOLN,23492,AT&T,NV,LTOWER,37.894333333,-114.578944444,30.2
687 Wilson Way (110269),Incline Village,WASHOE,15998,AT&T,NV,MTOWER,39.267,-119.952833333,37.5
"On Big Bald Mountain, T 24 N, R 57 E   (108554)",Ely,WHITE PINE,23493,AT&T,NV,LTOWER,39.965138889,-115.561111111,25.6
"On Prospect Peak, 4.5 M. SSW of Eureka",EUREKA,EUREKA,23494,AT&T,NV,TOWER,39.449555556,-115.999,22.5
"On Bald Peak, 10.5 miles ENE of Currie",Currie,ELKO,23495,AT&T,NV,TOWER,40.322722222,-114.561416667,15.5
5 Miles NW of Kimberly   (108954),KIMBERLY,WHITE PINE,23496,AT&T,NV,LTOWER,39.315055556,-115.089416667,35.4
15 M. SE of East Ely in Humboldt Nation   (108558),Ely,WHITE PINE,23497,AT&T,NV,LTOWER,39.160555556,-114.614361111,33.5
"SE 1/4 SW 1/4 S 16, T 16 N, R 62 E   (108955)",Kimberly,WHITE PINE,23499,AT&T,NV,MTOWER,39.2445,-115.001833333,20.7
21 MI. NNE OF PIOCHE   (108957),Pioche,LINCOLN,23500,AT&T,NV,LTOWER,38.237972222,-114.381305556,13.4
"Goni Road, 5.0 MILES NORTH OF HWY 50 (9923)",WASHOE VALLEY,WASHOE,15997,AT&T,NV,LTOWER,39.259472222,-119.699611111,28.6
21130 Mt. Rose Highway (115149),Reno,WASHOE,15996,AT&T,NV,MTOWER,39.331944444,-119.87925,30.5
SOUTH OF WINNEMUOCA RANCH ROAD Top of Warm Springs Mountain (9927),RENO,WASHOE,15995,AT&T,NV,LTOWER,39.795277778,-119.767055556,38.1
7075 Pyramid Lake Highway (97346),SPARKS,WASHOE,15994,AT&T,NV,MTOWER,39.917305556,-119.592138889,9.8
10475 PEAVINE PEAK ROAD (9920),RENO,WASHOE,15993,AT&T,NV,LTOWER,39.587083333,-119.932416667,31.4
WILCOX RANCH ROAD (9926),SPARKS,WASHOE,15992,AT&T,NV,LTOWER,39.651722222,-119.464138889,57.9
TOP OF SLIDE MOUNTAIN (9918),INCLINE VILLAGE,WASHOE,15991,AT&T,NV,LTOWER,39.310166667,-119.884694444,50
687 Wilson Way (110269),Incline Village,WASHOE,15990,AT&T,NV,MTOWER,39.267,-119.952833333,37.5
"Goni Road, 5.0 MILES NORTH OF HWY 50 (9923)",WASHOE VALLEY,WASHOE,15989,AT&T,NV,LTOWER,39.259472222,-119.699611111,28.6
21130 Mt. Rose Highway (115149),Reno,WASHOE,15988,AT&T,NV,MTOWER,39.331944444,-119.87925,30.5
"Red Mountain, 2.5 mi. NW of Boulder City",BOULDER CITY,CLARK,31955,Verizon,NV,TOWER,35.995527778,-114.863888889,20.4
SOUTH OF WINNEMUOCA RANCH ROAD Top of Warm Springs Mountain (9927),RENO,WASHOE,15987,AT&T,NV,LTOWER,39.795277778,-119.767055556,38.1
7075 Pyramid Lake Highway (97346),SPARKS,WASHOE,15986,AT&T,NV,MTOWER,39.917305556,-119.592138889,9.8
725 South Kingston Road  (84824),Sandy Valley,CLARK,21817,AT&T,NV,LTOWER,35.799333333,-115.614527778,30.5
Overton - unaddressed,Overton,CLARK,5512,AT&T,NV,MTOWER,36.439305556,-114.364666667,41.1
INTERSTATE 15 WESTSIDE  (171736),GLENDALE,CLARK,31757,AT&T,NV,LTOWER,36.683972222,-114.516138889,77.4
Sand Canyon  (9946),WELLINGTON,LYON,5056,AT&T,NV,LTOWER,38.685472222,-119.185138889,20.7
Ruby Road (9944),Silver Springs,LYON,5055,AT&T,NV,LTOWER,39.48775,-119.297777778,35.7
Grass Valley Site 305 Baines Rd,Winnemucca,PERSHING,42902,Verizon,NV,TOWER,40.802777778,-117.742833333,34.1
710 Pioneer Road,McDermitt,HUMBOLDT,42901,Verizon,NV,TOWER,41.992805556,-117.699833333,27.7
0.55 miles East of Interstate 80,Winnemucca,HUMBOLDT,42899,Verizon,NV,TOWER,40.274194444,-118.35275,120.3
"SE1/4 NE1/4 Section 15, Township 19 N, Range 26 E",FALLON,CHURCHILL,42897,Verizon,NV,TOWER,39.513833333,-119.044055556,90.2
"NE 1/4 SE 1/4 S 23, T 8 N, R 32 E",Hawthorne,MINERAL,6669,Verizon,NV,TOWER,38.507972222,-118.432361111,39
"NE 1/4 NW 1/4 Section 9, Township 10 N, Range 43 E",Hadlee,NYE,6671,Verizon,NV,TOWER,38.744388889,-117.159527778,87.7
"On Pilot Peak, 46 Miles NW of Tonapah",Mina,MINERAL,6674,Verizon,NV,TOWER,38.342972222,-117.974,56.7
SUNRISE MOUNTAIN,Las Vegas,CLARK,5501,AT&T,NV,LTOWER,36.176805556,-114.998694444,9.4
CHRISTMAS TREE PASS,SEARCHLIGHT,CLARK,5500,AT&T,NV,LTOWER,35.24825,-114.743583333,40.5
Overton - unaddressed,Overton,CLARK,5499,AT&T,NV,MTOWER,36.439305556,-114.364666667,41.1
"SE 1/4 SE 1/4 S 19, T 33 N, R 46 E (108660)",Battle Mountain,LANDER,5837,AT&T,NV,LTOWER,40.712944444,-116.828722222,49.7
Last Chance Road (108658),Elko,ELKO,5838,AT&T,NV,LTOWER,40.894277778,-115.630666667,22.6
"SW 1/4 NE 1/4 S 35, T 37 N, R 65 E (108652)",Wells,ELKO,5839,AT&T,NV,LTOWER,41.046777778,-114.590638889,22.2
"SE 1/4 SW 1/4 S 29, T 33 N, R 51 W (108670)",Carlin,EUREKA,5840,AT&T,NV,LTOWER,40.718416667,-116.270805556,30.5
"NW 1/4 NE 1/4 Section 7, Township 1 N, Range 70 E (108654)",West Wendover,ELKO,5841,AT&T,NV,LTOWER,40.748805556,-114.098972222,28
Fish Creek Road (108559),Battle Mountian,LANDER,5842,AT&T,NV,LTOWER,40.193611111,-117.410972222,22.9
"On Prospect Peak, 4.5 miles SSW of Eureka (109350)",EUREKA,EUREKA,5843,AT&T,NV,LTOWER,39.449555556,-115.999,22.6
"NW 1/4 NW 1/4 S 1, T 35 N, R 50 E (108663)",Carlin,EUREKA,5844,AT&T,NV,LTOWER,40.942638889,-116.309305556,14
10475 PEAVINE PEAK ROAD (9920),RENO,WASHOE,15985,AT&T,NV,LTOWER,39.587083333,-119.932416667,31.4
WILCOX RANCH ROAD (9926),SPARKS,WASHOE,15984,AT&T,NV,LTOWER,39.651722222,-119.464138889,57.9
(Mt Schader) SW 1/4 NE 1/4 Sec. 19,Amargosa Valley,NYE,6676,Verizon,NV,LTOWER,36.462444444,-116.059138889,14.9
"NE 1/4 SE 1/4 Section 33, Township 20 S, Range 53 E",PAHRUMP,NYE,6680,Verizon,NV,TOWER,36.166083333,-116.016694444,118.3
"NE 1/4 NW 1/4 S 23, T 33 N, R 33 E",Imlay,PERSHING,42891,Verizon,NV,TOWER,40.715888889,-118.229444444,41.5
830 CAVELTI ROAD (48484),Gardnerville,DOUGLAS,5049,AT&T,NV,MTOWER,38.77525,-119.599111111,11.3
813 Short Court (9941),Gardnerville,DOUGLAS,5051,AT&T,NV,MTOWER,38.897861111,-119.745583333,26.8
TOP OF SLIDE MOUNTAIN (9918),INCLINE VILLAGE,WASHOE,15983,AT&T,NV,LTOWER,39.310166667,-119.884694444,50
"NE 1/4 SE 1/4 S 16, T 45 N, R 63 E (108666)",Jackpot,ELKO,5845,AT&T,NV,GTOWER,41.785583333,-114.840083333,15.8
National Forest Develop Road 121 Road (108560),Austin,LANDER,5846,AT&T,NV,GTOWER,39.453472222,-117.054305556,25.9
CHRISTMAS TREE PASS (10470),SEARCHLIGHT,CLARK,21780,AT&T,NV,LTOWER,35.24825,-114.743583333,40.5
725 South Kingston Road  (84824),Sandy Valley,CLARK,21781,AT&T,NV,LTOWER,35.799333333,-115.614527778,30.5
"On Bald Peak, 10.5 miles ENE of Currie (112466)",Wells,ELKO,5847,AT&T,NV,LTOWER,40.322638889,-114.561666667,18.9
Nevada 306 North (108561),Austin,LANDER,5848,AT&T,NV,MTOWER,40.2585,-116.731333333,33.5
Country Road 737 (108668),Elko,ELKO,5849,AT&T,NV,LTOWER,41.356805556,-115.972944444,33.2
"1.3 mi. N of I-80, at Silver Zone P (108653)",Wells,ELKO,5850,AT&T,NV,GTOWER,40.925305556,-114.297527778,12.2
Maggie Summit Road (114570),Mountain City,ELKO,5851,AT&T,NV,LTOWER,41.7355,-116.062916667,18.3
"On Big Bald Mountain, Township 24 N, Range 57 E (108554)",Eureka,WHITE PINE,5852,AT&T,NV,LTOWER,39.965138889,-115.561111111,25.6
Nevada 233 (115105),Montello,ELKO,5853,AT&T,NV,MTOWER,41.212472222,-114.196861111,61
"SE 1/4 SE 1/4 S 19, T 33 N, R 46 E (108660)",Battle Mountain,LANDER,5854,AT&T,NV,LTOWER,40.712944444,-116.828722222,49.7
CHRISTMAS TREE PASS,SEARCHLIGHT,CLARK,5513,AT&T,NV,LTOWER,35.24825,-114.743583333,40.5
1.5 MI NE,FALLON,CHURCHILL,42887,Verizon,NV,TOWER,39.489444444,-118.753611111,20.7
Old Como Road  (9943),DAYTON,LYON,5054,AT&T,NV,LTOWER,39.197055556,-119.490277778,19.5
3735 Highway 50 (80726),Glenbrook,DOUGLAS,5053,AT&T,NV,MTOWER,39.109888889,-119.876388889,36.5
SUNRISE MOUNTAIN,Las Vegas,CLARK,5514,AT&T,NV,LTOWER,36.176805556,-114.998694444,9.4
Last Chance Road (108658),Elko,ELKO,5855,AT&T,NV,LTOWER,40.894277778,-115.630666667,22.6
JACKPOT,JACKPOT,ELKO,20898,Verizon,NV,TOWER,41.996944444,-114.673611111,32.6
3001 St. Rose Parkway,"Henderson,",CLARK,31982,Verizon,NV,TOWER,36.004666667,-115.115194444,32.6
CHRISTMAS TREE PASS,SEARCHLIGHT,CLARK,31729,AT&T,NV,LTOWER,35.24825,-114.743583333,40.5
"SW 1/4 NE 1/4 S 35, T 37 N, R 65 E (108652)",Wells,ELKO,5856,AT&T,NV,LTOWER,41.046777778,-114.590638889,22.2
"SE 1/4 SW 1/4 S 29, T 33 N, R 51 W (108670)",Carlin,EUREKA,5857,AT&T,NV,LTOWER,40.718416667,-116.270805556,30.5
"NW 1/4 NE 1/4 Section 7, Township 1 N, Range 70 E (108654)",West Wendover,ELKO,5858,AT&T,NV,LTOWER,40.748805556,-114.098972222,28
Fish Creek Road (108559),Battle Mountian,LANDER,5859,AT&T,NV,LTOWER,40.193611111,-117.410972222,22.9
31490 SOUTH LAS VEGAS BOULEVARD,JEAN,CLARK,31730,AT&T,NV,MTOWER,35.620388889,-115.385722222,38.7
"On Prospect Peak, 4.5 miles SSW of Eureka (109350)",EUREKA,EUREKA,5860,AT&T,NV,LTOWER,39.449555556,-115.999,22.6
"NW 1/4 NW 1/4 S 1, T 35 N, R 50 E (108663)",Carlin,EUREKA,5861,AT&T,NV,LTOWER,40.942638889,-116.309305556,14
CHRISTMAS TREE PASS (10470),SEARCHLIGHT,CLARK,21816,AT&T,NV,LTOWER,35.24825,-114.743583333,40.5
"NE 1/4 SE 1/4 S 16, T 45 N, R 63 E (108666)",Jackpot,ELKO,5862,AT&T,NV,GTOWER,41.785583333,-114.840083333,15.8
National Forest Develop Road 121 Road (108560),Austin,LANDER,5863,AT&T,NV,GTOWER,39.453472222,-117.054305556,25.9
"On Bald Peak, 10.5 miles ENE of Currie (112466)",Wells,ELKO,5864,AT&T,NV,LTOWER,40.322638889,-114.561666667,18.9
Nevada 306 North (108561),Austin,LANDER,5865,AT&T,NV,MTOWER,40.2585,-116.731333333,33.5
(93 North) 16603 N Hwy 93,Las Vegas,CLARK,31985,Verizon,NV,LTOWER,36.442861111,-114.966944444,59.4
Country Road 737 (108668),Elko,ELKO,5866,AT&T,NV,LTOWER,41.356805556,-115.972944444,33.2
725 South Kingston Road,Sandy Valley,CLARK,31755,AT&T,NV,LTOWER,35.799333333,-115.614527778,30.5
Angels Peak,LAS VEGAS,CLARK,31735,AT&T,NV,LTOWER,36.318361111,-115.57425,22.9
SUNRISE MOUNTAIN,LAS VEGAS,CLARK,31754,AT&T,NV,LTOWER,36.176805556,-114.998694444,9.4
14158 KYLE CANYON ROAD,LAS VEGAS,CLARK,31753,AT&T,NV,MTOWER,36.303138889,-115.409638889,20.7
35330 North Interstate 15,Bunkervill,CLARK,31752,AT&T,NV,LTOWER,36.764388889,-114.253527778,78.3
ARROWHEAD CANYON ROAD,MOAPA,CLARK,31751,AT&T,NV,LTOWER,36.557111111,-114.799444444,22.9
Angels Peak,LAS VEGAS,CLARK,31750,AT&T,NV,LTOWER,36.318361111,-115.57425,22.9
178 TANNENBAUM CIRCLE,CACTUS SPRINGS,CLARK,31749,AT&T,NV,MTOWER,36.254527778,-115.638638889,21.6
Overton - unaddressed,Overton,CLARK,31748,AT&T,NV,MTOWER,36.439305556,-114.364666667,41.1
"1.3 mi. N of I-80, at Silver Zone P (108653)",Wells,ELKO,5867,AT&T,NV,GTOWER,40.925305556,-114.297527778,12.2
Maggie Summit Road (114570),Mountain City,ELKO,5868,AT&T,NV,LTOWER,41.7355,-116.062916667,18.3
Coaldale Junction Site Intersection of State Hwy 6 & 265 (NV11982-A),Tonopah,ESMERALDA,6682,Verizon,NV,TOWER,38.017027778,-117.773111111,62.2
10475 PEAVINE PEAK ROAD (9920),Reno,WASHOE,41360,AT&T,NV,LTOWER,39.587083333,-119.932416667,31.4
(Crescent Valley) 74 McDaniel Way,Crescent Valley,EUREKA,2554,Verizon,NV,LTOWER,40.421305556,-116.574305556,23.7
14158 KYLE CANYON ROAD,LAS VEGAS,CLARK,31738,AT&T,NV,MTOWER,36.303138889,-115.409638889,20.7
24390 STATE HIGHWAY 160,LAS VEGAS,CLARK,31731,AT&T,NV,LTOWER,36.007277778,-115.6315,55.8
10475 PEAVINE PEAK ROAD (9920),Reno,WASHOE,41353,AT&T,NV,LTOWER,39.587083333,-119.932416667,31.4
"(Hunter) S33, T33N, R54E",Carlin,ELKO,2555,Verizon,NV,LTOWER,40.69975,-115.902666667,33.3
740 VERSAILLES RD,Silver Creek,CHAUTAUQUA,31422,Verizon,NY,TOWER,42.518888889,-79.119805556,88.1
1423 CONGRESS ROAD,HINSDALE,CATTARAUGUS,31425,Verizon,NY,TOWER,42.168444444,-78.377444444,90.8
7963 THAYER ROAD,PORTLAND,CHAUTAUQUA,31426,Verizon,NY,TOWER,42.343916667,-79.461138889,77.7
6517 DUTCH HILL ROAD,Fillmore,ALLEGANY,31427,Verizon,NY,TOWER,42.422472222,-78.108638889,96.3
4030 SHULTS HILL ROAD,COHOCTON,STEUBEN,31428,Verizon,NY,TOWER,42.518527778,-77.496916667,94.5
3872 SOWERBY ROAD,CASTILLE,WYOMING,31429,Verizon,NY,TOWER,42.700361111,-78.06275,94.8
9725 STEAMTOWN ROAD,Lindley,STEUBEN,31430,Verizon,NY,TOWER,42.026333333,-77.117055556,95.1
9520 Fredonia-Stocton Rd.,POMFRET,CHAUTAUQUA,31431,Verizon,NY,TOWER,42.455861111,-79.358027778,70.1
"Rt. 42, HILLCREST AVE",Monticello,SULLIVAN,39968,Verizon,NY,TOWER,41.660638889,-74.686833333,92.4
Wolf Lake Road,MAMAKATING,SULLIVAN,39966,Verizon,NY,TOWER,41.600888889,-74.5545,91.1
121 Miggins Road,KINGSTON,ULSTER,39965,Verizon,NY,TOWER,41.990027778,-74.018055556,63.4
254 City Brook Road,Hancock,DELAWARE,39964,Verizon,NY,TOWER,41.974027778,-75.217777778,42.7
Knack Road,Callicoon,SULLIVAN,39963,Verizon,NY,TOWER,41.793388889,-74.980888889,60.6
ATOP ILLINOIS MOUNTAIN LLOYD (010329),HIGHLAND,ULSTER,39962,Verizon,NY,TOWER,41.7195,-73.995388889,94.5
Federal Hill Rd,Delhi,DELAWARE,39961,Verizon,NY,LTOWER,42.288138889,-74.8835,51.8
SPRINGS FIREPLACE RD & ABRAHAM PATH,EAST HAMPTON,SUFFOLK,39848,Verizon,NY,TOWER,40.993611111,-72.171388889,107.6
1 MI N OF N SIDE OLD COUNTRY RD & E END AVE,EAST QUOGUE,SUFFOLK,39846,Verizon,NY,TOWER,40.869444444,-72.576388889,51.8
CR 111 & EASTPORT MANOR RD,MANORVILLE,SUFFOLK,39845,Verizon,NY,TOWER,40.855055556,-72.769138889,155.4
ADIRONDACK DR 300 FT S OF MIDVALE,SELDEN,SUFFOLK,39844,Verizon,NY,TOWER,40.842222222,-73.025833333,93
CHESTERTOWN: Starbuck Hill Road,CHESTERTOWN,WARREN,33012,Verizon,NY,TOWER,43.6465,-73.788944444,21
Whitehall:  DICK HYATT RD,WHITEHALL,WASHINGTON,33014,Verizon,NY,TOWER,43.505361111,-73.381916667,81.9
PROSPECT MOUNTAIN: 100 Prospect Mountain,WARRENSBURG,WARREN,33015,Verizon,NY,LTOWER,43.4205,-73.757,33.5
Intervale Road,Easton,WASHINGTON,33016,Verizon,NY,TOWER,43.020083333,-73.522388889,42.7
21 Thyme-Lea Place,Lake George,WARREN,33017,Verizon,NY,TOWER,43.473166667,-73.759972222,27.1
(Aviation & Dixon) 1127 West Mountain Road,Queensbury,WARREN,33018,Verizon,NY,MTOWER,43.349555556,-73.7165,37.8
CHESTERTOWN: Starbuck Hill Road,CHESTERTOWN,WARREN,33019,Verizon,NY,TOWER,43.6465,-73.788944444,21
